UBA.Genome.ID	Experiment.Title	Study.Title
UBA6500	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6501	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6502	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6503	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6504	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6505	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6506	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6507	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6508	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6509	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6510	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6511	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6512	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6513	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6514	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6515	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6516	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6517	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6518	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6519	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6520	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6521	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6522	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6523	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6524	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6525	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6526	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6527	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6528	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6529	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6530	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6531	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6532	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6533	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6534	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6535	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6536	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6537	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6538	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6539	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6540	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6541	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6542	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6543	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6544	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6545	Shotgun sequencing of environmental sample: Sample P00280	New York City MTA subway samples Metagenome
UBA6546	Shotgun sequencing of environmental sample: Sample P00280	New York City MTA subway samples Metagenome
UBA6547	Shotgun sequencing of environmental sample: Sample P00280	New York City MTA subway samples Metagenome
UBA6548	Shotgun sequencing of environmental sample: Sample P00903	New York City MTA subway samples Metagenome
UBA6549	Shotgun sequencing of environmental sample: Sample P00518	New York City MTA subway samples Metagenome
UBA6550	Shotgun sequencing of environmental sample: Sample P00518	New York City MTA subway samples Metagenome
UBA6551	Shotgun sequencing of environmental sample: Sample P00518	New York City MTA subway samples Metagenome
UBA6552	Shotgun sequencing of environmental sample: Sample P00512	New York City MTA subway samples Metagenome
UBA6553	Shotgun sequencing of environmental sample: Sample P00514	New York City MTA subway samples Metagenome
UBA6554	Shotgun sequencing of environmental sample: Sample P00514	New York City MTA subway samples Metagenome
UBA6555	Shotgun sequencing of environmental sample: Sample P00676	New York City MTA subway samples Metagenome
UBA6556	Shotgun sequencing of environmental sample: Sample P00676	New York City MTA subway samples Metagenome
UBA6557	Shotgun sequencing of environmental sample: Sample P00676	New York City MTA subway samples Metagenome
UBA6558	Shotgun sequencing of environmental sample: Sample P00676	New York City MTA subway samples Metagenome
UBA6559	Shotgun sequencing of environmental sample: Sample P00902	New York City MTA subway samples Metagenome
UBA6560	Shotgun sequencing of environmental sample: Sample P00680	New York City MTA subway samples Metagenome
UBA6561	Shotgun sequencing of environmental sample: Sample P00680	New York City MTA subway samples Metagenome
UBA6562	Shotgun sequencing of environmental sample: Sample P00679	New York City MTA subway samples Metagenome
UBA6563	Shotgun sequencing of environmental sample: Sample P00678	New York City MTA subway samples Metagenome
UBA6564	Shotgun sequencing of environmental sample: Sample P00678	New York City MTA subway samples Metagenome
UBA6565	Shotgun sequencing of environmental sample: Sample P00678	New York City MTA subway samples Metagenome
UBA6566	Shotgun sequencing of environmental sample: Sample P00678	New York City MTA subway samples Metagenome
UBA6567	Shotgun sequencing of environmental sample: Sample P00056	New York City MTA subway samples Metagenome
UBA6568	Shotgun sequencing of environmental sample: Sample P00056	New York City MTA subway samples Metagenome
UBA6569	Shotgun sequencing of environmental sample: Sample P00056	New York City MTA subway samples Metagenome
UBA6570	Shotgun sequencing of environmental sample: Sample P00052	New York City MTA subway samples Metagenome
UBA6571	Shotgun sequencing of environmental sample: Sample P00052	New York City MTA subway samples Metagenome
UBA6572	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90903	Lab-scale EBPR reactor Metagenome
UBA6573	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90903	Lab-scale EBPR reactor Metagenome
UBA6574	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90903	Lab-scale EBPR reactor Metagenome
UBA6575	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90903	Lab-scale EBPR reactor Metagenome
UBA6576	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90308	Lab-scale EBPR reactor Metagenome
UBA6577	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90308	Lab-scale EBPR reactor Metagenome
UBA6578	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90308	Lab-scale EBPR reactor Metagenome
UBA6579	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6580	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6581	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6582	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6583	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6584	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6585	Metagenome of 0.22um filtered Bioreactor sludge from a lab-scale EBPR bioreactor sample SBR4-V90401	Lab-scale EBPR reactor Metagenome
UBA6586	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6587	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6588	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6589	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6590	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6591	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6592	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6593	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6594	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6595	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6596	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6597	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6598	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6599	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6600	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6601	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6602	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6603	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6604	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6605	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6606	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6607	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6608	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6609	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6610	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6611	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6612	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6613	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6614	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6615	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6616	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6617	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6618	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6619	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6620	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6621	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6622	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6623	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6624	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6625	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6626	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6627	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6628	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6629	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6630	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA6631	Shotgun sequencing of environmental sample: Sample P00295	New York City MTA subway samples Metagenome
UBA6632	Shotgun sequencing of environmental sample: Sample P00295	New York City MTA subway samples Metagenome
UBA6633	Shotgun sequencing of environmental sample: Sample P00296	New York City MTA subway samples Metagenome
UBA6634	Shotgun sequencing of environmental sample: Sample P00296	New York City MTA subway samples Metagenome
UBA6635	Shotgun sequencing of environmental sample: Sample P00293	New York City MTA subway samples Metagenome
UBA6636	Shotgun sequencing of environmental sample: Sample P00293	New York City MTA subway samples Metagenome
UBA6637	Shotgun sequencing of environmental sample: Sample P00293	New York City MTA subway samples Metagenome
UBA6638	Shotgun sequencing of environmental sample: Sample P00294	New York City MTA subway samples Metagenome
UBA6639	Shotgun sequencing of environmental sample: Sample P00294	New York City MTA subway samples Metagenome
UBA6640	Shotgun sequencing of environmental sample: Sample P00294	New York City MTA subway samples Metagenome
UBA6641	Shotgun sequencing of environmental sample: Sample P00294	New York City MTA subway samples Metagenome
UBA6642	Shotgun sequencing of environmental sample: Sample P00294	New York City MTA subway samples Metagenome
UBA6643	Shotgun sequencing of environmental sample: Sample P00287	New York City MTA subway samples Metagenome
UBA6644	Shotgun sequencing of environmental sample: Sample P00287	New York City MTA subway samples Metagenome
UBA6645	Shotgun sequencing of environmental sample: Sample P00491	New York City MTA subway samples Metagenome
UBA6646	Shotgun sequencing of environmental sample: Sample P00491	New York City MTA subway samples Metagenome
UBA6647	Shotgun sequencing of environmental sample: Sample P00491	New York City MTA subway samples Metagenome
UBA6648	Shotgun sequencing of environmental sample: Sample P00491	New York City MTA subway samples Metagenome
UBA6649	Shotgun sequencing of environmental sample: Sample P00492	New York City MTA subway samples Metagenome
UBA6650	Shotgun sequencing of environmental sample: Sample P00492	New York City MTA subway samples Metagenome
UBA6651	Shotgun sequencing of environmental sample: Sample P00492	New York City MTA subway samples Metagenome
UBA6652	Shotgun sequencing of environmental sample: Sample P00492	New York City MTA subway samples Metagenome
UBA6653	Shotgun sequencing of environmental sample: Sample P00492	New York City MTA subway samples Metagenome
UBA6654	Shotgun sequencing of environmental sample: Sample P00497	New York City MTA subway samples Metagenome
UBA6655	Shotgun sequencing of environmental sample: Sample P00497	New York City MTA subway samples Metagenome
UBA6656	Illumina sequencing of a phage metagenome from an EBPR reactor	Metagenome of Two novel Accumulibacter clades
UBA6657	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm Movember 2010	Richmond Mine AMD Biofilm Samples Metagenome
UBA6658	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6659	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6660	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6661	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6662	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6663	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6664	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6665	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6666	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6667	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6668	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6669	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6670	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6671	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6672	Metagenome of EBPR reactor containing floccular sludge	Granular sludge Metagenome
UBA6673	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm December 2010	Richmond Mine AMD Biofilm Samples Metagenome
UBA6674	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm June 2006, spatial sample V3	Richmond Mine AMD Biofilm Samples Metagenome
UBA6675	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm June 2006, spatial sample V3	Richmond Mine AMD Biofilm Samples Metagenome
UBA6676	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm September 2010	Richmond Mine AMD Biofilm Samples Metagenome
UBA6677	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm October 2006, spatial sample V3	Richmond Mine AMD Biofilm Samples Metagenome
UBA6678	Illumina sequencing of community genomic DNA from Richmond Mine C75 location biofilm October 2006, spatial sample V3	Richmond Mine AMD Biofilm Samples Metagenome
UBA6679	Lake Michigan virome 95th St 13-May-14	Lake Michigan Chicago Virome Metagenome
UBA6680	pooled Looe Key coral metagenomes	Coral mucus Targeted Locus (Loci)
UBA6681	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6682	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6683	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6684	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6685	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6686	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6687	Shotgun sequencing of environmental sample: Sample P01482	New York City MTA subway samples Metagenome
UBA6688	G4U	F2U Metagenome
UBA6689	Shotgun sequencing of environmental sample: Sample P01485	New York City MTA subway samples Metagenome
UBA6690	Shotgun sequencing of environmental sample: Sample P01485	New York City MTA subway samples Metagenome
UBA6691	Shotgun sequencing of environmental sample: Sample P01485	New York City MTA subway samples Metagenome
UBA6692	Shotgun sequencing of environmental sample: Sample P00624	New York City MTA subway samples Metagenome
UBA6693	Shotgun sequencing of environmental sample: Sample P00624	New York City MTA subway samples Metagenome
UBA6694	Shotgun sequencing of environmental sample: Sample P00624	New York City MTA subway samples Metagenome
UBA6695	Shotgun sequencing of environmental sample: Sample P00624	New York City MTA subway samples Metagenome
UBA6696	H1_7_WGA	Methane enrichments of freshwater lake sediment
UBA6697	H1_7_WGA	Methane enrichments of freshwater lake sediment
UBA6698	Shotgun sequencing of environmental sample: Sample P00203	New York City MTA subway samples Metagenome
UBA6699	Shotgun sequencing of environmental sample: Sample P00118	New York City MTA subway samples Metagenome
UBA6700	Shotgun sequencing of environmental sample: Sample P00118	New York City MTA subway samples Metagenome
UBA6701	L1_3_WGA	Methane enrichments of freshwater lake sediment
UBA6702	Shotgun sequencing of environmental sample: Sample P00121	New York City MTA subway samples Metagenome
UBA6703	Shotgun sequencing of environmental sample: Sample P00121	New York City MTA subway samples Metagenome
UBA6704	Shotgun sequencing of environmental sample: Sample P00121	New York City MTA subway samples Metagenome
UBA6705	Shotgun sequencing of environmental sample: Sample P00121	New York City MTA subway samples Metagenome
UBA6706	L1_11_WGA	Methane enrichments of freshwater lake sediment
UBA6707	L1_11_WGA	Methane enrichments of freshwater lake sediment
UBA6708	Shotgun sequencing of environmental sample: Sample P00208	New York City MTA subway samples Metagenome
UBA6709	Shotgun sequencing of environmental sample: Sample P00208	New York City MTA subway samples Metagenome
UBA6710	Shotgun sequencing of environmental sample: Sample P00208	New York City MTA subway samples Metagenome
UBA6711	Shotgun sequencing of environmental sample: Sample P00208	New York City MTA subway samples Metagenome
UBA6712	L1_5_WGA	Methane enrichments of freshwater lake sediment
UBA6713	Shotgun sequencing of environmental sample: Sample P00207	New York City MTA subway samples Metagenome
UBA6714	Shotgun sequencing of environmental sample: Sample P00207	New York City MTA subway samples Metagenome
UBA6715	None	freshwater metagenome HEM-05 Genome sequencing project
UBA6716	None	freshwater metagenome HEM-05 Genome sequencing project
UBA6717	None	freshwater metagenome HEM-05 Genome sequencing project
UBA6718	None	freshwater metagenome HEM-04 Genome sequencing project
UBA6719	None	freshwater metagenome HEM-04 Genome sequencing project
UBA6720	None	freshwater metagenome HEM-04 Genome sequencing project
UBA6721	None	freshwater metagenome HEM-04 Genome sequencing project
UBA6722	None	freshwater metagenome HEM-04 Genome sequencing project
UBA6723	The metabolisms of whole symbiotic community in the deep-sea sponge Lamellomorpha sp. suggested by metagenomics analysis	The metabolisms of whole symbiotic community in the deep-sea sponge Neamphius huxleyi suggested by metagenomics analysis
